name,name_en,ward,address,gluten_free_items,phone,source_url,image_url,notes,date_added
CAFE CURE NATURA（カフェ キュア ナチュラ）,CAFE CURE NATURA,世田谷区,東京都世田谷区駒沢4-1-22 JCS駒沢ビル2F,米粉グルテンフリーパンケーキ（京都丹波産米粉＋オーガニックオートミール、甜菜糖使用）; 季節限定スペシャルパンケーキ（塩キャラメルと豆腐甘酒バナナアイス等）; みたらし団子パンケーキ; 酵素玄米のヘルシーランチプレート; 薬膳カレー（味噌ベース）; ヘルシーおから春巻きプレート,03-6453-2750,https://vegewel.com/ja/style/cafecurenatura,,薬剤師のオーナーが全メニューを監修するオーガニックカフェ。駒沢公園近く。グルテンフリーかつ90%ヴィーガン対応で、化学調味料・白砂糖・人工甘味料・農薬・トランス脂肪酸不使用。パンケーキは米粉ベース。完全グルテンフリー専門店ではなく健康志向メニュー中心。住所は情報源により「駒沢4-1-22」「駒沢5丁目23番付近」等の表記揺れあり。交差汚染に関する明記は確認できず。,2026-06-24
GLUTEN FREE CAFE avan 渋谷本店,Gluten Free Cafe avan Shibuya Honten,渋谷区,東京都渋谷区神泉町1-20 松濤ビル 1F,米粉チュロス（14種類）; キャラメルアップルチュロス; 米粉パスタ; タコライス; 自家製からあげプレート; 米粉フィナンシェ; 米粉バウムクーヘン; 米粉マドレーヌ; グルテンフリーアフタヌーンティー; モーニングチュロス,03-6416-1856,https://the-ayumi.jp/2022/08/31/glutenfree-avan-shibuya/,,小麦・乳製品・白砂糖不使用の100%（完全）グルテンフリー専門カフェ。山形県庄内産の米粉（はえぬき）と米油を使用。神泉駅徒歩3分／渋谷駅徒歩12〜15分。交差汚染に関する具体的記載は確認できず。,2026-06-24
BiOcafe,BiOcafe,渋谷区,東京都渋谷区宇田川町16-14 パティオビル,グルテンフリーバーガー（ベジバーガー）; グルテンフリー唐揚げ; 月替わりグルテンフリーランチ; 無農薬野菜サラダバー; マクロビスイーツ,,https://biocafe.jp/,,無農薬・無化学肥料野菜を使うオーガニックカフェレストラン。グルテンフリー、マクロビ、ヴィーガン、ベジタリアン対応メニューを提供。完全グルテンフリー店ではなく一部メニューがグルテンフリー。交差汚染に関する記載は確認できず。,2026-06-24
グルテンフリースイーツ専門店 NachuRa Yoyogi park 本店,Gluten-Free Sweets Senmon Ten NachuRa Yoyogi park,渋谷区,東京都渋谷区富ヶ谷1-17-7 第二山栄ビル 1F,ピスタチオのシュークリーム; 北海道産素材のチーズケーキ（バスクチーズケーキ）; ザクザクチョコレートクッキー; 自然派ほろほろココナッツクッキー; 身体に優しいヴィーガンビスケット; フィナンシェ,070-4680-4217,https://tomigaya-shinbun.com/natura.html/,,小麦粉・白砂糖不使用のグルテンフリースイーツ専門パティスリー兼カフェ（元南青山）。一部焼き菓子はヴィーガン対応。月曜定休（祝日の場合翌日）。代々木公園駅徒歩4分。交差汚染に関する具体記載は確認できず。,2026-06-24
ON田cafe,Onden Cafe,渋谷区,東京都渋谷区神宮前,サラダランチプレート（米粉パン・素焼きピザ付き）; 一膳のピザ（米粉）; トマトソースのピザ; しらすとネギの和風ピザ,,https://ubeaute.jp/food/article7672/,,米粉を主体にした無添加・手作りのグルテンフリーカフェ。グルテンアレルギーの人や子どもも安心して食べられると紹介されている。番地までの正確な住所は出典で確認できなかったため番地は空欄。情報源は2020年の記事で、現在の営業状況は未確認のため訪問前確認推奨。,2026-06-24
FLUX CAFE,FLUX CAFE,渋谷区,,おばんざいセット（選べる3種のおばんざい・ごはん・豚汁・香の物）; 女将の朝ごはん; 豚汁セット,,https://ubeaute.jp/food/article7672/,,「限りなくグルテンフリーに近いおばんざい」と「アスリート飯」をコンセプトにした和食店（渋谷駅徒歩約10分、代官山方面）。完全グルテンフリーではなく“限りなく近い”という表現で、玄米変更も可能。正確な住所・電話は出典で確認できず空欄。情報源は2020年の記事で現在の営業状況は未確認のため訪問前確認推奨。,2026-06-24
WAHA（ワーハ）,WAHA,中野区,東京都中野区中央2-57-7（古民家カフェ「モモガルテン」内）,本日のサラディッシュ（日替わり野菜プレート）; 玄米おにぎり; 茄子バーグ＆香味トマトソース; グルテンフリーの焼き菓子・おやつ,03-5386-6838,https://vegewel.com/ja/restaurant/1923,,ヴィーガン＆グルテンフリーの店。全食材が植物性素材のみで、化学調味料無添加・グルテンフリーと明記されている（Vegewel）。小麦粉・卵・白砂糖・バター・乳製品不使用。メニュー全体がグルテンフリー寄りでアレルギーのある人も楽しめるとされるが、セリアック向けの完全な交差汚染対策の明記は確認できず。月火水のみ12:00〜18:00営業、現金のみ。中野坂上駅から徒歩約12分。,2026-06-24
Spices Curry Synergy 中野店（スパイスカレー シナジー）,Spices Curry Synergy Nakano,中野区,東京都中野区中野5-59-6 KSビル2F（中野サンモール商店街内）,チキンカレー; ポークジンジャーカレー; 鯖＆アカモクキーマカレー; あいがけカレー（卵＆ジョロキアキーマ）,,https://www.wetable.jp/ja/restaurants/ad558004-5aa0-43e1-b20c-b9db10af9bb1,,「医食同源×グルテンフリー」をテーマにした大阪発の薬膳スパイスカレー店（ミシュランビブグルマン3年連続）。全メニューがグルテンフリーと案内されている。店員はアレルギーについて丁寧に確認し、醤油も使っていないチキンカレーが最も安心とのこと。完全キャッシュレス。中野駅北口から徒歩2分。営業時間は情報源により差があり（11時〜15時／日曜定休など）要確認。,2026-06-24
una camera livera（こめパンカフェ）,Una Camera Livera (Kome Pan Cafe),中野区,東京都中野区中野2-12-5 メゾンリラ101,米粉バゲットサンド（フムス・ケール・ラペ）; 鶏コンフィの米粉バゲットサンド; ポテトとたまごのサラダのサンド; 野菜たっぷりスープ; シナモンロール; 小麦粉・乳製品・砂糖不使用のスイーツ,03-5340-8292,https://wanderlog.com/place/details/5033956/una-camera-livera,,una camera liveraは曜日ごとに店主が入れ替わるシェアカフェ。グルテンフリーなのは主に月・火曜出店の「こめパンカフェ」で、米粉のバゲットサンドや小麦・乳・砂糖不使用スイーツを提供。店全体がグルテンフリーではなく、出店日によって内容が変わるため、訪問前にInstagram等で営業日を確認すること。JR中野駅南口から徒歩3〜5分。,2026-06-24
Spice Bar SUZU,Spice Bar SUZU,中野区,東京都中野区上高田1-49-10 レフォルマ上高田1F,無添加グルテンフリースパイスカレー（ライス・3種副菜セット：ココナッツ、野菜、パパド）; 麻辣スパイス豆腐麺; 新感覚麻婆豆腐（赤・白）,03-6454-0308,https://www.city.tokyo-nakano.lg.jp/kanko/gourmet/marutto2.html,,無国籍スパイス料理店。中野区公式サイトでも「食材は無添加、グルテンフリーにこだわり」と紹介されている。看板のスパイスカレーが無添加・グルテンフリー。全メニューがグルテンフリーかどうか、また交差汚染対策の明記は確認できず。西武新宿線「新井薬師前駅」北口より徒歩8分。営業は水木金日・土（月火定休）。,2026-06-24
さかこし珈琲店,Sakakoshi Coffee Ten,中野区,東京都中野区中野5-52-15 中野ブロードウェイ2F,米粉のロールケーキ（フルーツロールケーキ）; グルテンフリーのチーズケーキ,03-3388-3449,https://www.chuo-besthome.co.jp/local/sakakoshi-coffee/,,1971年創業の老舗喫茶店。ケーキは中野の洋菓子店「ソワメール」からの取り寄せで、生地は100％米粉使用のグルテンフリーと紹介されている。グルテンフリーなのはこのケーキ類のみで、店自体はグルテンフリー専門ではない。コーヒー等の他メニューや交差汚染対策は不明。ショーケースの内容は日により変わるため要確認。会計は現金のみ。中野ブロードウェイ2階エレベーター通り。,2026-06-24
raccoon（ラクーン）,raccoon,杉並区,東京都杉並区西荻南3-4-1,ポークカレー（甘口）; 野菜カレー（辛口）; 今週のカレー（週替わり：サバカレー、チキンカレー、キーマカレー、エビカレー等）; ハーフ&ハーフ（あいがけ）; 3種盛り; ローチーズケーキ; ロータルト,090-9374-7126,https://san-tatsu.jp/articles/116707/,,カレーは小麦粉・白砂糖不使用のグルテンフリー、ロースイーツは乳製品・卵・小麦粉・白砂糖不使用でヴィーガン対応。看板メニューがすべてグルテンフリーで、食事制限のある客向けに設計されている。ただし専用GF認証施設ではないため、セリアック患者向けのコンタミ管理については店舗への確認を推奨。営業は主に金土日（平日はカレーのテイクアウトのみの期間あり）。,2026-06-24
西荻のことカフェ,Nishiogi no Koto Cafe,杉並区,東京都杉並区西荻南3-6-2,お惣菜プレート; カレー; キッシュ,080-3595-0500,https://glutenfree.empacede.co.jp/cafe-gf-tokyo/,,シェア方式のカフェで、ブースごとに日替わりで出店者が変わる。グルテンフリーガイドでは古民家カフェ『モモガルテン』が間借り出店し『すべてのメニューがグルテンフリー（★★★★★）』と紹介。フランス家庭料理・和風惣菜中心で低糖質。ただし出店者が日替わりのため、GFメニューが提供されるのは特定の出店日のみ。来店前にスケジュール（SNS）確認が必須。電話番号は『西荻のこと』運営拠点のもの。グルテンフリーガイドには別電話（03-5368-6838）の記載もあり。,2026-06-24
cotito ハナトオカシト（コチト）,cotito,杉並区,東京都杉並区西荻北5-26-18,ハナサブレ（米粉）（卵・乳・小麦粉不使用）; お花の米粉レーズンブラウニー; ホワイトチョコがけ米粉サブレ; 米粉のクッキー,03-6753-2395,https://www.ufu-sweets.jp/baked/20230401cotito/,,花屋兼焼き菓子・カフェの店。完全グルテンフリー店ではなく、米粉表記のある一部商品のみが小麦粉不使用。多くの焼き菓子は小麦粉を含むため、グルテン除去が必要な方は商品ごとのアレルゲン表示確認が必須。同じ厨房で小麦粉使用菓子を製造しているためコンタミの可能性あり。カフェ営業は不定期（主に土日、休止期間あり）。,2026-06-24
おこめcafe（米粉100％・無添加手づくり）,,杉並区,東京都杉並区阿佐谷北2丁目36番1号 103,,080-6060-5907,https://www.city.suginami.tokyo.jp/s104/792.html,,杉並区公式サイト『食べのこし0応援店』に掲載。『米粉100％のグルテンフリーで無添加手づくり』とPR。米粉ならではのもちもち感とてんさい糖の優しい甘さが特徴。営業時間11:00〜17:00、定休日は日・月・火。具体的な店名と個別メニュー名は確認できた情報源に明記されておらず、来店前に店舗への確認を推奨。コンタミ管理の詳細は未確認。,2026-06-24
AIN SOPH. soar（アインソフ ソア 池袋店）,AIN SOPH. soar IKEBUKURO,豊島区,〒170-0013 東京都豊島区東池袋3-5-7 ユニオンビルディング1F,サラダタコライス（無農薬玄米ご飯・ベジタコミート・豆腐マヨネーズ・アボカド・コーンミールチップス）; グルテンフリーストロベリーパンケーキ（米粉生地）; オートミールクッキー; グルテンフリークッキー（お土産用）,03-5944-9699,https://www.favy.jp/topics/28311,,完全グルテンフリーではなくヴィーガンレストランで、メニューの一部がグルテンフリー。パンケーキなど一部メニューは国産小麦粉を使用しているため要注意。来店時にスタッフへアレルギーの有無を伝える運用で、メニュー裏にアレルギー早見表あり。厨房で小麦を扱うためコンタミの可能性あり。,2026-06-24
ぽんでCOFFEE（ポンデコーヒー）,Ponde Coffee,豊島区,東京都豊島区南池袋3-13-13 村中ビル1階,ぽんで（タピオカ粉のもちもち一口パン／プレーン・チーズ&ペッパー・めんたいこ・バジル・コーンポタージュ・ゆかり・ホワイトチョコ・ごま・クリームチーズ・黒糖あずき・抹茶・ラムレーズン等）; ぽんで生地のサンド; ぽんで生地のデザート; ぽんでのパウンドケーキ,03-6907-2256,https://ponde-coffee.com/free/ponde,,看板商品「ぽんで」はタピオカ粉を使用した小麦粉不使用・グルテンフリーのオリジナル一口パン。日替わりで10種類以上が店頭に並ぶ。公式にセリアック対応やコンタミ防止の明記は確認できなかったため、重度の小麦アレルギーの場合は店舗へ要確認。,2026-06-24
はちくまカフェ,Hachikuma Café,豊島区,東京都豊島区東池袋2丁目50-13 マガザン東池袋1階（池袋店）。南池袋店も豊島区内に展開,米粉のシフォンケーキ（小麦粉不使用・紅茶風味）,03-5944-8924,https://www.hachikumacafe.com/menu.html,,ハニースイーツ専門のカフェで、グルテンフリーなのは米粉シフォンケーキのみと確認。フレンチトーストやカレー等の他メニューには小麦を使用。完全グルテンフリー店ではなく単品GFメニューの提供。厨房で小麦を扱うためコンタミの可能性あり。店内利用は1ドリンクオーダー制。,2026-06-24
GOOD MORNING CAFE ルミネ池袋,Good Morning Cafe Lumine Ikebukuro,豊島区,東京都豊島区西池袋1丁目 ルミネ池袋内（西池袋）,まるごとタマネギのロースト（グルテンフリー・ベジタリアン対応）; ローズマリーとにんにく香るポテト（グルテンフリー・ベジタリアン対応）; グルテンフリー対応の日替わりパスタ,,https://tabelog.com/keywords/%E3%83%99%E3%82%B8%E3%82%BF%E3%83%AA%E3%82%A2%E3%83%B3/tokyo/A1305/A130501/kwdLst/,,一般的なカジュアルカフェで、メニューの一部にグルテンフリー対応の表記あり（食べログのクチコミ情報に基づく）。完全グルテンフリー店ではない。電話番号や正確な番地・店舗フロアは確認できなかったため、来店前に店舗へ要確認。厨房で小麦を扱うためコンタミの可能性あり。,2026-06-24
マチヤクレープ,Machiya Crepe,荒川区,東京都荒川区町屋3-9-17,米粉のクレープ生地（シュガーバター 500円）; いちごチョコ クレープ（650円）,,https://arakawa-story.com/?p=18805,,米粉（rice flour）生地のクレープ店として2026年2月オープン。持ち帰り専用。生地は米粉ベースだが、トッピングやクリーム等の小麦・コンタミネーションについては未確認で、セリアック対応の完全グルテンフリー店であるとの明記は確認できなかった。,2026-06-24
Cafe de Cuore（カフェ・ド・クオーレ）,Cafe de Cuore,板橋区,〒174-0063 東京都板橋区前野町3-25-2,薬膳スープカレー（健薬膳スープカレー／美薬膳スープカレー）; ヴィーガンタコライス; 腸活豆乳ポトフ; 自家製米粉パン; ソイミート（大豆ミート）唐揚げ; ガトーショコラ（小麦粉・卵不使用）; キャラメルオーツタルト; キャロットケーキ; 抹茶テリーヌ,03-3960-4355,https://cafedecuore.com/food.html,,薬膳・ヴィーガン・グルテンフリー対応のヘルシーカフェ。全品グルテンフリーではなく、グルテンフリー／小麦不使用のスイーツやメニューが一部用意されている形。ペット同伴可のドッグカフェのため、セリアック対応や交差汚染（クロスコンタミネーション）に関する明示的な情報は確認できず。重度のアレルギーがある場合は事前に店舗へ確認が必要。,2026-06-24
My Sweets Salon（マイスイーツサロン）,My Sweets Salon,板橋区,東京都板橋区仲宿54-10 板橋産連会館ビル1階,バスクチーズケーキ（プレーン）; 抹茶バスクチーズケーキ; 季節限定バスクチーズケーキ（例：ストロベリー、パンプキン）; ガトーショコラ; 米粉のフィナンシェ; スパイスナッツクッキー（大人のスパイスクッキー）,,https://news.yahoo.co.jp/expert/articles/bcbee759d2dd252e48f5b199aad28bed2a69caf2,,2025年3月10日オープンのグルテンフリースイーツ専門カフェ。提供するケーキ・お菓子はすべてグルテンフリーで作られており、砂糖はすべてきび糖を使用。フレンチレストランのパティシエ・古川舞さんの店。乳製品・卵は使用するメニューあり。営業日は火・水・日（情報源により異なる）と限定的。専用工房で製造しているが、セリアック対応・交差汚染に関する明示はないため重度のアレルギーは要確認。,2026-06-24
Chamillstarrr（ちゃみるすたー）,Chamillstarrr,板橋区,〒175-0094 東京都板橋区成増2-15-7,米粉クレープ生地（米粉・米油・豆乳・てんさい糖使用、全クレープ共通）; バターシュガー; ばななちょこホイップ（いちばなちょこホイップ）; ちゃみるブリュレ; いちごみるく; ウインナーマヨ（おかず系クレープ）; Hot Saladaクレープ,,https://itabashi.keizai.biz/headline/915/,,2025年4月18日オープンの、米粉・米油・豆乳・てんさい糖で作る自家製グルテンフリー生地が特徴のクレープ専門店。生地は小麦粉不使用でグルテンフリー。メニューは全22種類でスイーツ系・おかず系あり。生地はグルテンフリーだがトッピング・ドリンク等個別具材のグルテン有無やセリアック対応・交差汚染については明示なし。重度のアレルギーは事前確認推奨。,2026-06-24
おやつの時間,Oyatsu no Jikan,板橋区,,グルテンフリーのマフィン（プレーンほか）; グルテンフリーのクッキー; 総菜系マフィン（ソーセージ入り、ミートソース入り等）,,https://www.noharm.jp/eats/ja/blog/detail/476,,ときわ台駅近くのお菓子屋さん（イートインあり）。販売しているお菓子にはグルテンフリーのものとそうでないものがあり、店頭でポップにより色分け表示してグルテンフリー品を区別している。全品グルテンフリーではなく一部がグルテンフリー。正確な住所・電話番号は情報源で確認できず。同一店舗・厨房で小麦使用品も扱うため交差汚染の可能性があり、重度アレルギーは要確認。,2026-06-24
UNION BAKERY（ユニオン ベーカリー）,UNION BAKERY,練馬区,東京都練馬区春日町6-5-4,米粉の豆乳蒸しパン（ココア、プレーン、抹茶など）,03-3999-0759,https://retty.me/area/PRE13/ARE26/SUB2601/100000840933/,,グルテンフリー専門店ではなく、主に北海道産小麦（はるゆたか）と天然酵母を使った一般的なベーカリー＆カフェ。グルテンフリーなのは米粉の豆乳蒸しパンなど一部商品のみで、店内では小麦粉を多用するため、セリアック患者向けにはクロスコンタミネーション（小麦の混入）のリスクが高い。各商品に原材料表示あり。2階にイートインカフェあり。,2026-06-24
蒼のカフェ 練馬店（旧・玄米カフェ 蒼）,Ao no Cafe Nerima (formerly Genmai Cafe Ao),練馬区,東京都練馬区豊玉北6-13-18 野田（ノダ）アネックス 2F,ヴィーガン＆グルテンフリーラーメンセット（重ね煮発幸グルテンフリーベジヌードル）; ヴィーガン＆グルテンフリーパンセット（米粉パン使用）; きほんの「き」セット（蒼の元米・精進出汁の味噌汁・惣菜）; ヴィーガン＆グルテンフリークッキー; 玄米餅入りおぜんざい,,https://s-nerima.jp/wp/183310,,BL研究所運営の健康志向カフェ。ヴィーガン・グルテンフリー・シュガーフリーを掲げており、メニューの多くがグルテンフリー。練馬区役所の向かい、目白通り沿い。2024年9月に「蒼のカフェ 練馬店」としてリニューアル再開。完全グルテンフリー専門店かどうかは要確認のため、来店前に問い合わせ推奨。酸素カプセル併設。,2026-06-24
カフェ コメコ（さかなのにしだ場）,Cafe Komeko,練馬区,東京都練馬区上石神井4-1-13 サンコート上石神井 1F,オリジナル米粉100％パンケーキ（プレーン／あずき）; 鶏もも米粉揚げ定食; 豚肩ロース生姜焼き定食,,https://grutto-plus.com/area/shakujii_nishitokyo/388/,,「コメコ」の店名どおり米粉を使った料理が中心。ただし完全なグルテンフリー専門店ではなく、米粉パンケーキには牛乳・卵・ベーキングパウダーを使用、唐揚げの衣は米粉だが、店内では小麦を使う他メニューもあるためクロスコンタミネーションの可能性あり。重度の小麦アレルギー・セリアックの方は事前確認が必要。昼はカフェ、夜は居酒屋（さかなのにしだ場）として営業。上石神井駅北口から徒歩2〜3分。,2026-06-24
和菓子 大吾,Wagashi Daigo,練馬区,東京都練馬区大泉学園町6-28-40,米粉マドレーヌ（小麦粉不使用）,03-5947-3880,https://www.city.nerima.tokyo.jp/hokenfukushi/hoken/shokuiku/shokuikuouenten/daigo.html,,和菓子店であり、グルテンフリー専門店ではない。米粉マドレーヌが小麦粉を使わずグルテンフリー・小麦アレルギー対応として練馬区公式サイト（ねりまの食育応援店）で紹介されている。他の商品には小麦を含むものがあるためクロスコンタミネーションに注意。西武池袋線大泉学園駅よりバス利用。定休日は月曜・月1回日曜不定休。,2026-06-24
mom's chiffon（マムズ シフォン）,mom's chiffon,練馬区,東京都練馬区立野町10-37,米粉シフォンケーキ（プレーン、バナナ、自家製塩麹、ほうじ茶、紅茶など20種以上）; シフォニー（くるみショコラ、ショコラ）,,https://kichifan.com/2018/08/09/momschiffon_report/,,米粉シフォンケーキ専門店で、商品は米粉100％・グルテンフリー・乳製品不使用（卵・米粉・きび砂糖・菜種油などが主原料）。シフォンケーキ専門のため店全体が小麦不使用に近く、比較的安心度は高いが、セリアック対応の正式表示は確認できていないため重度アレルギーの方は事前確認推奨。吉祥寺通り沿い、練馬区立野町に立地。主に持ち帰り販売中心。,2026-06-24
PECOTA PECOTA Gluten Free（ペコタペコタグルテンフリー）,PECOTA PECOTA Gluten Free,足立区,東京都足立区千住3-66-7 F-full 1F,グルテンフリーの生パスタ（米粉パスタ）; ムール貝のパスタ,,https://arift.jp/newopen/9354/,,全メニューがグルテンフリーの専門レストラン（オーナーシェフ引間みずき氏）。2025年7月オープン。調味料・食材も小麦を含むものを一切使用せず、無添加・自家製発酵調味料・有機/オーガニック食材にこだわる完全グルテンフリー店のため、小麦の交差汚染リスクは低いと考えられる。各線北千住駅より徒歩3〜4分。具体的なパスタ料理のラインナップは店舗で要確認。,2026-06-24
あまーのあまーの北千住（A mano a mano Kitasenju）,A mano a mano Kitasenju,足立区,〒120-0021 東京都足立区日ノ出町38-16 さかの荘1階,米粉の焼きドーナツ（プレーン／レモン／イチゴ／シナモン、各440円）,,https://amanosenju.base.shop/p/00002,,グルテンフリー専門店ではなく、一部メニューがグルテンフリー対応。古民家をリノベしたジェラート＆カフェで、卵・小麦粉不使用のスイーツやランチも提供。米粉ドーナツはグルテンフリー・ヴィーガン仕様（豆乳・きび糖・ココナッツオイル使用）と明記。ジェラートやパスタなど一般メニューもあるため、店内で小麦製品も扱っており交差汚染の可能性あり。北千住駅東口から徒歩6分。営業10:30〜18:00（L.O.17:30）、月曜定休。,2026-06-24
なないろ / Marie's glutenfree lab（マリーズ グルテンフリー ラボ）,Marie's glutenfree lab,足立区,,生米パン（無農薬米使用の米粉パン）,,https://adachi.goguynet.jp/2022/02/10/nanairo-glutenfree/,,小麦アレルギーのパン職人「まりさん」が米粉パンの販売とパン教室を行う。「なないろ」は足立区立中央図書館（学びピア）近くの空き家をリノベしたキッチン付きレンタルスペースの名称で、そこで販売・レッスンを実施。販売は基本的に毎週金曜・土曜のみとされ、レストラン/カフェではなく主に米粉パンの販売。正確な番地・電話番号は確認できなかった。営業形態が限定的なため事前確認を推奨。,2026-06-24
甲賀米粉たい焼き 葛飾店,Koga Komeko Taiyaki Katsushika-ten,葛飾区,〒125-0041 東京都葛飾区東金町3-18-14 長谷ビル1F,米粉たい焼き 十勝産つぶあん; 米粉たい焼き カスタードクリーム; こしあんクリームチーズ; ソフトクリーム,03-6826-2773,https://www.katsushika-kushouren.jp/store/s45026/,,国産米粉100%を使用し小麦粉不使用のたい焼き専門店（テイクアウト中心、店内2席）。店側は『小麦アレルギーの方もお召し上がり頂けます』と案内。ただしセリアック対応の専用調理環境やコンタミ管理についての明記は確認できず、セリアックの方は事前確認を推奨。営業時間・定休日は情報源により表記差あり（商店街連合会: 月～金11:00〜19:00／土日祝11:00〜18:00、定休木曜）。,2026-06-24
おこめのおくりもの,Okome no Okurimono,葛飾区,東京都葛飾区奥戸5-1-3,米粉100%クレープ ピスタチオ（ラズベリーソース・ピスタチオクリーム・生クリームアイス）; 米粉100%クレープ シナモンシュガー; 米粉100%クレープ チョコバナナ,,https://burari.c21hariki.com/gourmet/cake/tateishi-okomenookurimono-20250616/,,2025年3月オープンの米粉100%グルテンフリークレープ専門店。店主自身が小麦アレルギーを発症した経験から開業し、生地は全て米粉・小麦不使用、甜菜糖使用。夜は同じ店舗が居酒屋『和（やわらぎ）』として営業するため、調理場の共用によるコンタミの可能性は否定できず、要確認。営業時間11:00-18:00（土曜のみ16:00閉店）、定休は火～金（土日月のみ営業との情報もあり変更の可能性あり）。駐車場なし。,2026-06-24
カフェ こぼれび,Cafe Coborebi,葛飾区,〒125-0061 東京都葛飾区亀有3-32-1,日替わりの食事プレート（有機玄米と無農薬野菜中心の手作り無添加ごはん）; オーガニックカレー,,https://coborebi.com/,,2023年8月オープン、亀有駅南口ゆうろーど商店街にある無農薬・無添加・ヴィーガン対応カフェ。グルテンフリー＆ヴィーガンメニューが豊富と紹介されているが、全店グルテンフリー専門店ではない（一部メニューのみGF対応）。スイーツには平飼い卵の紅茶プリンなど小麦不使用品もあるが、具体的にどのメニューがGFかは要確認。セリアック対応・コンタミ管理についての明記は確認できず。営業時間は情報源により差あり（月～土12:00～21:00／日祝12:00～19:00、定休火曜）。,2026-06-24
プレッツェルドー,Bretzel d'or,江戸川区,東京都江戸川区東小岩5-12-20-101,米粉の紅茶パウンドケーキ; 米粉のキャラメルコーヒーパウンドケーキ; 米粉のココアクッキー; 栗ロール; ティラミス; ガトーショコラ; チーズケーキ; レアチーズケーキ; ショートケーキ; シュークリーム（ぷちシュー）; フルーツタルト; モンブラン; 生デコレーション（ホールケーキ）; トリュフチョコ,03-6336-1980,https://www.bretzeldor.jp/,,店内の商品はすべて小麦粉不使用・米粉使用のグルテンフリー洋菓子店。ただし公式サイトに「一部材料の製造工場では『小麦』と『大豆』の成分を含む製品を製造しています」との注意書きがあり、原材料レベルでの微量混入の可能性がある。セリアック対応を明言した店ではないため、重度のアレルギー・セリアックの方は製造店舗に直接確認が必要。営業時間・定休日は情報源により10:00〜19:00／10:30〜19:00、水・木曜定休と記載。,2026-06-24
リリアマンド,Riz Lie Amande,江戸川区,東京都江戸川区西瑞江3丁目2-19 メゾンミヤモト103,シュークリーム; エクレア; トリュフチョコ; アーモンドミルク・アーモンドパウダーを使った焼き菓子,,https://news.yahoo.co.jp/expert/articles/da92b8d12f7c933225628facccc402e51a0a912f,,店内すべてがグルテンフリーの洋菓子店。オーナーがパティシエとして働く中で小麦アレルギーを発症したことをきっかけに開業。アーモンドミルクやアーモンドパウダーを多用した焼き菓子が特徴。営業時間は地域ニュース記事時点で木12:00〜18:00、金土12:00〜22:00、日12:00〜18:00だが、最新情報は公式Instagramで要確認。クロスコンタミ（交差汚染）についての明記は確認できず。セリアック対応を明言した店ではない。,2026-06-24
グルテンフリー米麺×中華 香香 小岩店,Gluten Free Rice Noodle x Chinese Shanshan Koiwa,江戸川区,〒133-0057 東京都江戸川区西小岩1-19-24,,03-6874-8823,https://ekitan.com/local-info/gourmet/spot/spid-af9726471ad66400893b6490a2a20d15,,店名が「グルテンフリー米麺×中華」で、グルテンフリーの米麺を使った中華・居酒屋として掲載されている。具体的なグルテンフリーメニューの内容（個別の料理名）はぐるなび・駅探・マピオンの掲載情報からは確認できなかったため空欄とした。中華料理店のため醤油などの調味料に小麦が含まれる可能性があり、麺以外のメニューや交差汚染については店舗に直接確認が必要。,2026-06-24
AyasuCafe 小岩（アヤスカフェ小岩）,AyasuCafe KOIWA,江戸川区,東京都江戸川区南小岩8-11-8 ウィルコート小岩1F,バターチキンカレー（鶏ムネ肉100g・小麦粉不使用）; 自家製からあげプレート; 冷凍バターチキンカレー（テイクアウト/通販）,03-4361-8114,https://www.ayasucafe.com/,,看板メニューのバターチキンカレーは小麦粉・添加物を一切使わないグルテンフリーとして提供。店全体がグルテンフリー専門というわけではなく、特定メニューがグルテンフリー対応。JR小岩駅徒歩4分。営業時間は火〜土11:30〜16:00、日・月・祝定休（情報源により表記差あり）。交差汚染に関する明記は確認できなかった。なお過去に移転しているため住所・営業時間は最新情報を要確認。,2026-06-24
HealthyTOKYO CBD ファクトリー＆カフェ 江戸川店,HealthyTOKYO CBD Factory & Cafe Edogawa,江戸川区,〒132-0021 東京都江戸川区中央1-18-8 1階,グルテンフリーラザニア（特製ライスヌードル使用）; グルテンフリーのケーキ（ニューヨークチーズケーキ、ガトーショコラ等）; CBDブラウニー; CBDクッキー; CBDチョコレート,050-5526-2320,https://healthytokyo.com/ja/locations/healthytokyo-cbd-factory-cafe-edogawa/,,全メニュー100％ヴィーガンで、ほとんどのメニューがグルテンフリー（全品ではない）。キッシュやパニーニなど一部に小麦を含むメニューがある可能性があるため、ラザニアやケーキ等の明確なグルテンフリー品を選ぶ必要がある。江戸川区役所から徒歩約1分。営業時間9:00〜17:30。セリアック対応や交差汚染についての明記は確認できなかった。,2026-06-24
